name,time (ms),CARR.AverageLayersDl,DRB.UEThpDl,DRB.UEThpUl,MM.HoExeInterReq,MM.HoExeInterSucc,MM.HoExeIntraReq,MM.HoExeIntraSucc,PEE.AvgPower,PEE.Energy,QosFlow.TotPdcpPduVolumeDl,QosFlow.TotPdcpPduVolumeUl,RRC.ConnEstabAtt.mo-Data,RRC.ConnEstabAtt.mo-VideoCall,RRC.ConnEstabAtt.mo-VoiceCall,RRC.ConnEstabFailCause.NetworkReject,RRC.ConnEstabSucc.mo-Data,RRC.ConnEstabSucc.mo-VideoCall,RRC.ConnEstabSucc.mo-VoiceCall,RRC.ConnMax,RRC.ConnMean,RRU.MaxLayerDlMimo,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,RRU.PrbUsedDl,RRU.PrbUsedUl,Viavi.Cell.AverageBeamsDl,Viavi.Cell.Name,Viavi.Geo.x,Viavi.Geo.y,Viavi.Geo.z,Viavi.GnbDuId,Viavi.NrCgi,Viavi.NrPci,Viavi.PEE.EnergyEfficiency,Viavi.QoS.Score,Viavi.Radio.antennaType,Viavi.Radio.azimuth,Viavi.Radio.power,Viavi.isEnergySaving,_FrameCnt,_Ns3FrameCnt
CellReports,1721194907882,1,0.020817598327994347,0.041814401745796204,0,0,24,24,46.1287841796875,0.023519789968166165,20.817598342895508,41.81440353393555,0,0,0,0,0,0,0,5,3,1,273,273,5,100,14,273,1,S4/N77/C1,-1015,-80,25,4,4240821235048458,10,255.4413604736328,69,1,0,37,0,1739,1740
CellReports,1721194907882,1,0.01770240068435669,0.03458399698138237,0,0,30,30,52.88130569458008,0.024883424394988623,17.70240020751953,34.5839958190918,0,0,0,0,0,0,0,7,5,1,273,273,6,100,16,273,1,S8/N77/C3,753,-1161,25,8,4240821235048472,24,337.49542236328125,47,1,240,37,0,1739,1740
CellReports,1721194907882,1,0.0172784011811018,0.02810079976916313,0,0,23,23,106.9014892578125,0.03765225707806373,17.278400421142578,28.100799560546875,0,0,0,0,0,0,0,12,12,1,273,273,7,100,19,273,1,S3/N77/C2,1042,1095,25,3,4240821235048456,8,523.2031860351562,15,1,120,37,0,1739,1740
CellReports,1721194907882,1,0.011188000440597534,0.03332480043172836,0,0,24,24,46.1287841796875,0.023758941810559375,11.188000679016113,33.324798583984375,0,0,0,0,0,0,0,5,3,1,273,273,3,100,9,273,1,S8/N77/C2,753,-1161,25,8,4240821235048471,23,255.7188720703125,38,1,120,37,0,1739,1740
CellReports,1721194907882,1,0.016307201236486435,0.031811200082302094,0,0,20,20,66.3863525390625,0.030121318668582062,16.307201385498047,31.811199188232422,0,0,0,0,0,0,0,10,7,1,273,273,4,100,12,273,1,S3/N77/C1,1042,1095,25,3,4240821235048455,7,460.444091796875,23,1,0,37,0,1739,1740
CellReports,1721194907882,1,0.025327201932668686,0.039476800709962845,0,0,36,36,52.88130569458008,0.025435818258399155,25.32720184326172,39.47679901123047,0,0,0,0,0,0,0,8,3,1,273,273,6,100,19,273,1,S6/N77/C2,-1654,-890,25,6,4240821235048465,17,387.34295654296875,85,1,120,37,0,1739,1740
CellReports,1721194907882,1,0.016420800238847733,0.03667519986629486,0,0,69,69,49.50504684448242,0.027484083449720077,16.420801162719727,36.675201416015625,0,0,0,0,0,0,0,10,3,1,273,273,4,100,12,273,1,S3/N77/C3,1042,1095,25,3,4240821235048457,9,304.6477355957031,55,1,240,37,0,1739,1740
CellReports,1721194907882,0,0,0,0,0,14,14,36,0.021885116786630993,0,0,0,0,0,0,0,0,0,7,0,0,273,273,0,0,0,0,1,S7/N77/C3,-548,-1209,25,7,4240821235048469,21,0,,1,240,37,0,1739,1740
CellReports,1721194907882,1,0.017747201025485992,0.04001680016517639,0,0,19,19,59.63383102416992,0.024431380520347348,17.747201919555664,40.01679992675781,0,0,0,0,0,0,0,6,4,1,273,273,4,100,12,273,1,S6/N77/C1,-1654,-890,25,6,4240821235048464,16,506.4642028808594,44,1,0,37,0,1739,1740
CellReports,1721194907882,1,0.044198404997587204,0.03988399729132652,0,0,25,25,49.50504684448242,0.02890023749683304,44.19840621948242,39.88399887084961,0,0,0,0,0,0,0,9,7,1,273,273,11,100,31,273,1,S2/N77/C1,-500,1136,25,2,4240821235048452,4,383.7831115722656,63,1,0,37,0,1739,1740
CellReports,1721194907882,1,0.019867200404405594,0.017854399979114532,0,0,26,26,79.89139556884766,0.04092723054330797,19.86720085144043,17.854400634765625,0,0,0,0,0,0,0,7,5,1,273,273,15,100,43,273,1,S2/N77/C3,-500,1136,25,2,4240821235048454,6,263.0370788574219,42,1,240,37,0,1739,1740
